title,text,rating,author,date,company,source_type,source_platform,search_keyword,url,collected_at
습관의 습관화,원활한 클래스 참여를 위한 선행학습을 해야하다보니 자연스레 혼자서도 공부하는 습관을 들일 수 있었습니다. 영어로만 대화해야하기 때문에 수업 후 내가 왜 틀렸는지 다시 되짚어보며 또다시 공부할 수 있었습니다.,5,네이팁스픽어,2025-10-20T07:16:26-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
추천합니다,"원하는 시간대에 공부할 수 있는게 좋았습니다
20분씩 하니까 부담도 없고, 단어랑 예습을 꼼꼼히 준비해가면 수업때 활용해서 말을 많이 해볼 수 있는게 좋은 것 같아용
말하기로 영어를 뱉다보니 자신감도 생겼어요!!",5,먼디딩,2025-10-16T07:14:22-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
받으면 자꾸 끊기고 그래놓고 결석이라 뜨네요,이거 뭔가요? 지금 당한 일인데 밤시간이라 상담할 창구도 없고 황당해요.,1,도래도레미,2025-10-16T05:17:45-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
매일매일 10분영우 도전해보셍ㅅ,"아직 3회차이긴 하지만 ,, 수업하는 10분이 너무 아쉬울정도로 재밌습니다 ~ 바로바로 발음이나 잘 안되는 표현 집어주셔수 어떤 부분이 부족한지 잘 알수 있고 예습 복습도 앱을 통해서 편하게 할수 있어 좋아요 ~",4,kkodam,2025-10-15T05:09:43-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
민병철유폰추천합니다!,"유폰을 추천하는 이유는 여러가지가 있어요.
1. 자유로운 스케줄 변경
2. 다양한 수업과정
3. 강사들의 적극적인 수업유도
4. 단계별 과제해결을 통한 수업과정 예습
더 길게 쓰고싶은데 글자수 제한이 있어요ㅠㅠ
무튼추천!",5,서울소울,2025-10-07T07:07:49-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
추천,"간단하게 시작하고, 꼼꼼한 피드백으로 개선하고, AI를 써서 보다 효율적, 효과적인 영어 학습이 가능해요! 하루 20분 꾸준히 영어 공부하며 뿌듯함까지 챙겨갑니다!",5,Esu **,2025-10-06T21:00:56-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
전화영어를 고려한다면 무조건 민병철유폰,"주3회씩 5-6달 꾸준히 하고있어요. ㅎㅎ 커리큘럼이 정말 잘 돼있어서 수업준비 30분-1시간만 투자해도 느는게 느껴지네요... 다만 아쉬운 점은 간혹가다가 일부 토픽에서 질문리스트가 너무 유사하다는 것입니다. 비슷한 답변을 유도하는 질문이 아닌 다양한 답변을 유도하는 질문들이 많아졌음 좋겠어요.

그리고 주말에도 이용할 수 있었음 좋겠습니다ㅜ",5,ㅇㄴㅁ파ㅐㅐㄹㄱ,2025-09-27T09:46:03-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
생각보다 많은 체계적 학습,"전화만 생각했었는데 단어학습 발음학습 예습복습 ai까지 뭐가 엄청 많아서 생각보다 더 공부가 되는거같고,
어떤한 장소 상관없이 삶에서 쉬는시간마냥 영어를 연습할 수 있다는게 너무 좋았습니다!
칭찬도 많이 해주셔서 학생때로 돌아간거같기도하고 다들 너무 친절하시면서 잘 알려주셔서 감사합니다!!",5,Jin1471,2025-09-27T02:55:31-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
자신감을 줘요,선생님들이 긍정적인 애너지를 줘서 너무 좋습니다,5,후꼬,2025-09-25T05:02:18-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
굳,3년간민병철유폰과 함께하며 영어에대한 자신감을 크게 기를수있었습니다. 상황별로 대화주제가 잘 정리되어있어 관심토픽에 대해 얘기할수있다는것이 큰 장점같아요.,5,마요mayo,2025-09-24T07:37:19-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
영어를 제 인생 일브로 습관화 했어요,에리카,5,소소머치,2025-09-20T02:36:15-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
리뷰 작성,다양한 컨텐츠 주제를 경험할 수 있어서 좋은 것 같애요. 또한 자신의 생각을 영어로 말하려고 하는 시간들이 저에게 도움 되는 것 같습니다.,5,미르ajta,2025-09-19T22:30:22-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
선생님들의 티칭 퀄리티가 높아서 매우 마음에 들었습니다. 취소 및 보강이 쉬워서 심적 부담이 없습니다.,선생님들의 티칭 퀄리티가 높아서 매우 마음에 들었습니다. 취소 및 보강이 쉬워서 심적 부담이 없습니다.,5,April labbit,2025-09-18T15:49:12-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
후기,수업과정을 편하게 바꿀 수 있어서 정말 그 점은 편리한것 같습니다. 다만 제가 별점을 조금 낮게 준 선생님이 쿠폰 수업으로 할당되는 건 조금 아쉽습니다,4,내별명을무얼로하지,2025-09-12T08:01:49-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
대만족,생각했던 것보다 훨씬 만족스럽습니다. 교재가 체계적이고 커리큘럼도 제가 원하던 수준에 맞춰져 있어 학습하기 편리합니다. 선생님들의 발음과 수업 방식도 수준이 높아 매 시간 집중할 수 있고 효과적으로 영어를 배울 수,5,Lovekkkkkkkkkoooooo,2025-09-10T18:36:43-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
유폰후기,"10분이라는 짧은시간이었지만
언어를 넘어서 문화적  정서적교감을 나눈시간이었습니다
감사합니다",5,cooltoby12,2025-09-09T18:21:59-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
6개월 후기,처음에는 맨날 다른 선생님들이 오는거에 거부감이 있었는게 수업을 계속 하니까 오히려 그 부분이 더 좋은 것 같아요. 선생님들 수준도 다 높고 에너지도 좋아서 항상 기분좋게 수업합니다.,5,ㄱ닉에무쿠커,2025-09-07T16:42:03-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
좋아요,"우선 어플로 모든걸 할 수 있어 편합니다
10분전까지 수업 취소할 수 있어 갑작스런 일정변동에도 대처가 쉽고 반대로 갑자기 시간이 생겨 수업받고 싶으면 또 급하게도 수업 신청할 수 있어 좋습니다 모든 선생님들이 친절해요",5,SUJIYAYO,2025-09-02T19:42:56-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
좋네요 유폰,"정해진 내용은 있지만 하나의 주제로 계속해서 이야기를 이어나갈 수 있다는 점이 너무 좋아요.
외국인 친구와 대화하듯 이어지는 수업에 말도 트이고 귀도 트여요",5,머째이도마도,2025-09-01T05:32:01-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
도움이 됩니다,"좋은 표현들 많이 알려주셔서 큰 도움이 되네요~ 
실생활에서 잘 쓸수 있을 것 같아요~ 
자신감 상승하고 넘넘 좋네요!!😊👍👍",5,호카투,2025-08-26T07:43:14-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
좋은 수업,"수업을 통해 짧은 시간에도 집중적으로 영어 회화를 연습할 수 있어 유익했습니다. 정해진 시간에 원어민과 직접 대화하다 보니 자연스럽게 말하는 습관이 생기고, 특히 발음과 억양 교정에 많은 도움이 되었습니다.",5,미화123,2025-08-26T04:13:25-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
너무 잼있어요,영어회화가 부담스럽지 않게 편안하고 친절하게 이야기 해줘서 너무 좋은거 같아요 앞으로 계속 하면 많은 도움이 될거 같아요,4,체리핑크맘보,2025-08-25T11:11:10-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
강사님과 대화하며 다양한 표현을,"강사님과 대화하며 다양한 표현을 배울 수 있고, 재미와 학습을 동시에 챙길 수 있어서 좋아요!",5,lskajha,2025-08-22T06:24:59-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
민병철 후기! 쌤들 항상 건강하세요,"선생님께서 항상 친절하게 지도해주셔서 정말 감사합니다. 제가 느려도 끝까지 기다려 주시고, 이해할 수 있도록 차분하게 설명해 주셔서 큰 도움이 돼요. 전문적이면서도 따뜻한 분위기 만들어주셔서 감사합니다!",4,재둘하늘,2025-08-21T19:25:25-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
유폰 최고,매일 점심시간을 활용해서 수업하고 있어요. 실제 외국인 친구와 대화하는 것처럼 자연스럽게 수업 진행해주셔서 너무 좋아요~~~!!,5,Seline12,2025-08-18T07:34:16-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
"그냥 친구랑 이야기하듯 편한 분위기를 만들어주셔요
부담없이 전화받고 예습을 못했어도 프리토킹하면 되니까 재미있습니다. 저는 다른나라에서 이용중이라 모닝콜로 이용한답니다^^","그냥 친구랑 이야기하듯 편한 분위기를 만들어주셔요
부담없이 전화받고 예습을 못했어도 프리토킹하면 되니까 재미있습니다. 저는 다른나라에서 이용중이라 모닝콜로 이용한답니다^^",5,ㅊㅊㅊ0,2025-08-08T04:42:00-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
유폰 고인물,어느덧 7년넘게 유폰을 잘 쓰고 있습니다. 유폰은 더 편리해지고 발전하여 앞으로가 더 기대됩니다. 선생님들도 다 밝고 긍정적이고 친절하시고 열의가 굉장하셔서 영어뿐만이 아니라 인간적으로 맘에 들어요. 고객센터도 최고,5,아주정확한리뷰,2025-08-04T00:01:25-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
굿,굿,3,종관짱짱123,2025-07-20T18:46:55-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
굿,왕초보지만 하면 할수록 자신감도 생기고 자꾸 해봐야지 라는 마음가짐도 생깁니다 강사님들도 다 친절하시고 발음교정도 해주시고 저에게는 유쾌하면서 유익한 시간이에요 꾸준히 해보려구요 감사합니다,5,희망랑랑,2025-07-18T03:47:46-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
두려움을 이기고 나면,항상 전화 받기 두려운 마음이 크지만 막상하고 나면 매우 신나고 즐겁게 이야기하고 끝냅니다. 모든 유폰 쌤들이 무슨말을 하고싶어하는지 유의깊게 들어주셔서 좋아오,5,itssoyeoni,2025-07-17T09:11:28-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
영어울렁증,"아이가 외국인과 대화 하고 싶어하고 울렁증 극복하고 싶어해서 시작했어요
무엇이든 꾸준히 하니 실력이 조금씩 늘고 발음 교정도 되고 귀 기울려 듣는 태도도 좋아하고 있어요
이제 일년이 다 되어가요 재수강신청합니다",5,소울서윤,2025-07-15T01:15:07-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
"제가 말을 잘 할 수 있게 유도해주시고, 부족한 점이 있으면 정확히 어떤게 부족한지, 어떻게 개선할 수 있을지 짚어주셔서 많은 도움이 됩니다.","제가 말을 잘 할 수 있게 유도해주시고, 부족한 점이 있으면 정확히 어떤게 부족한지, 어떻게 개선할 수 있을지 짚어주셔서 많은 도움이 됩니다.",5,키느구사,2025-07-14T21:40:46-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
소리가 안나요 갑자기,왜일까요 ㅜㅡㅜ 껐다가 다시 켜도 그래요,2,전생했더니슬라임이었던건에대하여,2025-07-14T06:21:31-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
굿잡,대부분의 선생님들이 피드백이 필요없을 정도로 수업을 잘하시고 분위기를 편하게 만들어주시네요! 전화영어는 민병철유폰이 최고인 것 같아요ㅎㅎ,5,매일그대와아,2025-07-10T03:31:01-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
추천,일단 교재를 따로 구입하지 않고 앱을 통해 할 수 있고 실시간으로 보면 수업할 수도 있다는 게 장점입니다. 주제를 언제든 변경해도 되고요! 그리고 강사님들이 매 수업마다 바뀌는데 성향이 다른 것도 재미있어요,5,로그인안됨해결좀,2025-07-08T19:42:48-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
유폰 짱,바쁠때 쉽게 일정을 변경할 수 있는 점이 제일 좋아요 ! 피드백도 빨라서 빠르게 제가 틀린 부분을 알 수 있어요,5,교ㅏ,2025-07-07T00:20:40-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
추천합니다!,수업도 다양하고 체계적입니다. 시간 변동 자유롭고 영어 실력에도 도움 되는거 같아요,5,사앙탱이,2025-07-02T18:55:28-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
최고의 앱,다른 일정 때문에 한동안 수업이 불가능할 경우를 대비해서 홀딩도 가능하고 수업 10분전이면 쿠폰으로 바꿔줘서 바로 바로 수업 취소도 가능하다. 따로 종이 교재 없이 폰만보고 공부 가능해서 본인이 의지만 있다면 최고의 앱,5,othiliayun,2025-06-30T04:43:05-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
굿,"아주좋은 수업이었습니다
처음임에도 불구하고 전혀 어색하지 
않은 멋진 수업이었습니다",5,굿굿굿99977,2025-06-29T15:41:31-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
너무좋아요.,"강사님들 퀄리티도 좋고, 우선 민병철 유폰은 체계적이어서 너무 좋아요! 
다른 길로 샐 일이 없어요 !!!",5,Sddfghjk12_q,2025-06-25T03:43:02-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
ㅎㅎ,십 분이란 시간이 너무 좀 촉박하긴 한데 15분 정도에 수업이 있으면 진짜 좋을 거 같애요. 그래도 매일 이렇게 공부하는 게 진짜 도움이 돼요.,5,annnnnnnnnnll,2025-06-24T18:20:53-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
유폰,선생님들도 친절하시고 그리고 무엇 보가 좋은건 수업변경이 자유로워 좋아요!!!!,5,매력유부,2025-06-22T14:44:57-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
즐거운대화,다양한 강사. 추가 질문을 자연스럽게 해주어서 즐거운 대화를 가능하게해줍니다,4,우신가,2025-06-20T04:26:21-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
굿,일단 선생님들이 계속 바뀌어서 좋습니다. 처음엔 엥 싶었지만 전반적으로 다 만족스러웠고 친절하셨어요!! 하나 아쉬운점이 있다면 20분 보강수업 하고싶은데 시간이 안뜨는 경우도 있도 대기 많아요! 조금 더 많아졌으면해요!,4,yoon724,2025-06-19T06:21:56-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
수업이재미있어요,"수업받기편하고  주제가 다양해서 지루하지
않았습니다. 믾은 예문이 있고 하루하루 새로운 주제로얘기하니 너무 좋습니다.",5,jesse0322,2025-06-18T15:03:47-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
꾸준하게 할 수 있게해줘요,"평소 회사 업무가 유동적이라 제 시간에 꾸준히 뭘 하기 어려웠는데 스케쥴변경, 보강도 쉬워서 부담이 덜합니다. 
그리고 똑같은 선생님들과 통화하는게 아니라 항상 긴장되긴 하지만 다양한 스타일로 수업할 수 있어 좋네요",5,ㅇ융이,2025-06-16T03:33:56-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
비싸지만 좋아요,공부중 아웃풋이 없어 영어 고민이 많았는데 전화 영어를 통해 떠들다보니 어느 정도 해소가 됩니다. 미리 예습할 수 있는 부분 너무 좋으나 GPT는 더 개선이 필요해보여요. 20분 수업이 더 많았으면 좋겠습니다. 예약이 어려워요,5,Simbacuba,2025-06-10T17:43:34-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
민병철 유폰 1달 수강 후기,면접 볼 일이 있어 연습하는데 확실히 소재랑 말하는 연습하는 데 도움이 됩니다. 한달이지만 말하는 자신감이 생겨서 더이상 외국인이랑 대화하는게 무섭지 않아졌어요! 몰라도 일단 뱉는 연습이 참 좋아요,5,ㅂㅇㄴㅌ,2025-06-04T17:04:13-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
작은습관 만들기,하루에 10분하는 전화 영어가 무슨 더움이 되냐는 사람들도 있지만 6개월 이상 해보니 안하는 것보다 훨씬 도움이 된다는걸 알았어요. 감을 잃지 않게해주고 꾸준함을 유지하게 해줘요! 도움 많이됩니닷!,5,알꿀,2025-06-02T16:22:50-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
짱이에요,"유폰으로 공부하고 오픽 IH받았아요
선생님들이 모두 친절하고, 칭찬도 많이 해주셔서 영어에 대한 자신감이 많이 올랐어요",5,Leoatoo,2025-05-30T02:49:51-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
카플레이 연동 가능하게 해주세요,만족스러운 수업과 강사님 그래서 오랜기간 이용중 입니다. 하지만 어느때부터 카플레이 연동이 되지않아 매우 불편합니다,5,진스박,2025-05-28T17:22:06-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
수업 알차고 유익해요,예습 복습 열심히 하면서 실력이 늘고 계속 질문 해주고 대답하면 바로 피드백 주시는 수업이네요,5,Sssqk,2025-05-28T05:13:14-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
좋은 수업 구성,"구성이 좋습니다. 단어, 말하기, 듣기, 쓰기 구성이 다 있습니다. 선생님들 발음이나 수준도 높습니다. 유폰앱 사용도 편하고 좋아서, 예습과 복습도 잘 할 수 있습니다.",5,0Chocostar,2025-05-27T18:53:36-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
기분 좋은 학습,유폰 선생님들 대부분 엄청 친절하셔서 너무 좋아요. 영어공부를 하러 전화 하는 거지만 수업을 하고 나면 완전 기분이 좋아. 진답니다 선생님들의 활기찬 에너지 덕분에 즐겁게 영어 수업을 할 수 있어요.,5,하0000,2025-05-23T03:01:04-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
편리해요,"폰으로 미리 예습하고 폰만 챙기면 되니까 간편해요
정해진 시간에 전화오니까 회화 수업 시간 지키게
되고 시간낭비 없어서 좋아요
얼굴 안보니까 오히려 자신감 있게 말하게 되네요 바디랭귀지 의존 안하구요",5,relish_0530,2025-05-22T23:37:38-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
유폰 영어말하기 향상에 좋습니다,영어 말하기 실력을 유지하고자 시작했는데 시간이 없을때도 10분정도 짬을 내서 하려고 노력하게 하는게 좋아요,5,사라8910,2025-05-20T17:31:36-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
기분좋음,강사님이 기본 교재 작성을 다 끝내고 나서 궁금한 것들을 물어 보고 또 교재 안에서 내용들에 대해서 내가 물어 봤을 때 그거를 강사의 입장에서 강사가 또 설명을 해줘서 그걸 통해서 다른 또 해결책을 알 수 있었습니다. 감사,3,주원v,2025-05-20T06:21:09-07:00,carrot,review,appstore,민병철유폰,https://apps.apple.com/kr/app/id1507100534,2026-01-18T14:39:55.941442
