title,url,platform,keyword,company,source_type,collected_at
전화영어 하는데 덜덜 떨리네요,https://www.clien.net/service/board/park/5425462?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0%EC%9C%A0%ED%8F%B0&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철유폰,uphone,community,2026-01-18T17:08:14.437410
목표 없는 영어 공부를 취미로 하고 있습니다.,https://www.clien.net/service/board/park/17841100?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
이청아가 영어를 잘 하는 이유,https://www.clien.net/service/board/park/15646964?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
전화영어/화상영어 가성비 좋은 곳 없을까요?,https://www.clien.net/service/board/kin/14751189?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
전화영어 다시 해볼려구 하는데,https://www.clien.net/service/board/park/13004565?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
직장인 전화영어 브랜드 추천좀여!,https://www.clien.net/service/board/kin/10398612?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
연말정산 학원비 세액공제(교육비) 문의,https://www.clien.net/service/board/kin/10239030?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
전화영어업체 고민되네요..,https://www.clien.net/service/board/kin/8628808?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
"민병철, 매드포스터디, 이티폰 질문입니다",https://www.clien.net/service/board/kin/7576044?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
전화 영어 추천 좀 주시겠어요?,https://www.clien.net/service/board/kin/7442030?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
민병철 유폰 등록시 미세먼지 팁,https://www.clien.net/service/board/park/6793486?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
전화영어 하는데 덜덜 떨리네요,https://www.clien.net/service/board/park/5425462?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
혹시 전화영어로 회화공부해보신 분 있을까요?,https://www.clien.net/service/board/park/2639136?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%EC%A0%84%ED%99%94%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 전화영어,uphone,community,2026-01-18T17:08:14.437410
목표 없는 영어 공부를 취미로 하고 있습니다.,https://www.clien.net/service/board/park/17841100?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%ED%99%94%EC%83%81%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 화상영어,uphone,community,2026-01-18T17:08:14.437410
전화영어/화상영어 가성비 좋은 곳 없을까요?,https://www.clien.net/service/board/kin/14751189?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%ED%99%94%EC%83%81%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 화상영어,uphone,community,2026-01-18T17:08:14.437410
"잠실 거주자인데 영어학원 찾기 힘들군요 ㅡ.,ㅡㅋ",https://www.clien.net/service/board/park/10559101?combine=true&q=%EB%AF%BC%EB%B3%91%EC%B2%A0+%ED%99%94%EC%83%81%EC%98%81%EC%96%B4&p=0&sort=recency&boardCd=&isBoard=false,clien,민병철 화상영어,uphone,community,2026-01-18T17:08:14.437410
